,,,,,,,,Time,ToF,Prox,Pitch,Roll,Yaw
"(62444222, 378, 7, 0.24684351682662964, 2.5785434246063232, 147.1894073486328)","62444222, 378, 7, 0.24684351682662964, 2.5785434246063232, 147.1894073486328)"," 378, 7, 0.24684351682662964, 2.5785434246063232, 147.1894073486328)"," 7, 0.24684351682662964, 2.5785434246063232, 147.1894073486328)"," 0.24684351682662964, 2.5785434246063232, 147.1894073486328)"," 2.5785434246063232, 147.1894073486328)", 147.1894073486328),,62444222, 378, 7, 0.24684351682662964, 2.5785434246063232, 147.1894073486328
"(62525524, 382, 6, 0.24077361822128296, 2.5827975273132324, 147.296142578125)","62525524, 382, 6, 0.24077361822128296, 2.5827975273132324, 147.296142578125)"," 382, 6, 0.24077361822128296, 2.5827975273132324, 147.296142578125)"," 6, 0.24077361822128296, 2.5827975273132324, 147.296142578125)"," 0.24077361822128296, 2.5827975273132324, 147.296142578125)"," 2.5827975273132324, 147.296142578125)", 147.296142578125),,62525524, 382, 6, 0.24077361822128296, 2.5827975273132324, 147.296142578125
"(62606831, 383, 7, 0.2352662980556488, 2.677455425262451, 147.5257568359375)","62606831, 383, 7, 0.2352662980556488, 2.677455425262451, 147.5257568359375)"," 383, 7, 0.2352662980556488, 2.677455425262451, 147.5257568359375)"," 7, 0.2352662980556488, 2.677455425262451, 147.5257568359375)"," 0.2352662980556488, 2.677455425262451, 147.5257568359375)"," 2.677455425262451, 147.5257568359375)", 147.5257568359375),,62606831, 383, 7, 0.2352662980556488, 2.677455425262451, 147.5257568359375
"(62688133, 388, 7, 0.2197030633687973, 2.773655652999878, 148.08676147460938)","62688133, 388, 7, 0.2197030633687973, 2.773655652999878, 148.08676147460938)"," 388, 7, 0.2197030633687973, 2.773655652999878, 148.08676147460938)"," 7, 0.2197030633687973, 2.773655652999878, 148.08676147460938)"," 0.2197030633687973, 2.773655652999878, 148.08676147460938)"," 2.773655652999878, 148.08676147460938)", 148.08676147460938),,62688133, 388, 7, 0.2197030633687973, 2.773655652999878, 148.08676147460938
"(62769372, 389, 7, 0.2567955255508423, 2.80076265335083, 148.62167358398438)","62769372, 389, 7, 0.2567955255508423, 2.80076265335083, 148.62167358398438)"," 389, 7, 0.2567955255508423, 2.80076265335083, 148.62167358398438)"," 7, 0.2567955255508423, 2.80076265335083, 148.62167358398438)"," 0.2567955255508423, 2.80076265335083, 148.62167358398438)"," 2.80076265335083, 148.62167358398438)", 148.62167358398438),,62769372, 389, 7, 0.2567955255508423, 2.80076265335083, 148.62167358398438
"(62850742, 383, 7, 0.3110979497432709, 2.8328402042388916, 148.94561767578125)","62850742, 383, 7, 0.3110979497432709, 2.8328402042388916, 148.94561767578125)"," 383, 7, 0.3110979497432709, 2.8328402042388916, 148.94561767578125)"," 7, 0.3110979497432709, 2.8328402042388916, 148.94561767578125)"," 0.3110979497432709, 2.8328402042388916, 148.94561767578125)"," 2.8328402042388916, 148.94561767578125)", 148.94561767578125),,62850742, 383, 7, 0.3110979497432709, 2.8328402042388916, 148.94561767578125
"(62938903, 386, 7, 0.14030955731868744, 2.911294460296631, 149.18382263183594)","62938903, 386, 7, 0.14030955731868744, 2.911294460296631, 149.18382263183594)"," 386, 7, 0.14030955731868744, 2.911294460296631, 149.18382263183594)"," 7, 0.14030955731868744, 2.911294460296631, 149.18382263183594)"," 0.14030955731868744, 2.911294460296631, 149.18382263183594)"," 2.911294460296631, 149.18382263183594)", 149.18382263183594),,62938903, 386, 7, 0.14030955731868744, 2.911294460296631, 149.18382263183594
"(63020206, 384, 7, 0.23634880781173706, 2.963777542114258, 149.60894775390625)","63020206, 384, 7, 0.23634880781173706, 2.963777542114258, 149.60894775390625)"," 384, 7, 0.23634880781173706, 2.963777542114258, 149.60894775390625)"," 7, 0.23634880781173706, 2.963777542114258, 149.60894775390625)"," 0.23634880781173706, 2.963777542114258, 149.60894775390625)"," 2.963777542114258, 149.60894775390625)", 149.60894775390625),,63020206, 384, 7, 0.23634880781173706, 2.963777542114258, 149.60894775390625
"(63101504, 399, 6, 0.6259753108024597, 3.346015691757202, 150.512451171875)","63101504, 399, 6, 0.6259753108024597, 3.346015691757202, 150.512451171875)"," 399, 6, 0.6259753108024597, 3.346015691757202, 150.512451171875)"," 6, 0.6259753108024597, 3.346015691757202, 150.512451171875)"," 0.6259753108024597, 3.346015691757202, 150.512451171875)"," 3.346015691757202, 150.512451171875)", 150.512451171875),,63101504, 399, 6, 0.6259753108024597, 3.346015691757202, 150.512451171875
"(63182812, 404, 7, 0.7709068059921265, 3.516697645187378, 151.01141357421875)","63182812, 404, 7, 0.7709068059921265, 3.516697645187378, 151.01141357421875)"," 404, 7, 0.7709068059921265, 3.516697645187378, 151.01141357421875)"," 7, 0.7709068059921265, 3.516697645187378, 151.01141357421875)"," 0.7709068059921265, 3.516697645187378, 151.01141357421875)"," 3.516697645187378, 151.01141357421875)", 151.01141357421875),,63182812, 404, 7, 0.7709068059921265, 3.516697645187378, 151.01141357421875
"(63264122, 406, 7, 0.8097991943359375, 3.519742965698242, 151.47250366210938)","63264122, 406, 7, 0.8097991943359375, 3.519742965698242, 151.47250366210938)"," 406, 7, 0.8097991943359375, 3.519742965698242, 151.47250366210938)"," 7, 0.8097991943359375, 3.519742965698242, 151.47250366210938)"," 0.8097991943359375, 3.519742965698242, 151.47250366210938)"," 3.519742965698242, 151.47250366210938)", 151.47250366210938),,63264122, 406, 7, 0.8097991943359375, 3.519742965698242, 151.47250366210938
"(63345423, 407, 6, 0.7968201637268066, 3.5004425048828125, 151.92739868164062)","63345423, 407, 6, 0.7968201637268066, 3.5004425048828125, 151.92739868164062)"," 407, 6, 0.7968201637268066, 3.5004425048828125, 151.92739868164062)"," 6, 0.7968201637268066, 3.5004425048828125, 151.92739868164062)"," 0.7968201637268066, 3.5004425048828125, 151.92739868164062)"," 3.5004425048828125, 151.92739868164062)", 151.92739868164062),,63345423, 407, 6, 0.7968201637268066, 3.5004425048828125, 151.92739868164062
"(63426727, 400, 6, 0.7601961493492126, 3.504687547683716, 152.33139038085938)","63426727, 400, 6, 0.7601961493492126, 3.504687547683716, 152.33139038085938)"," 400, 6, 0.7601961493492126, 3.504687547683716, 152.33139038085938)"," 6, 0.7601961493492126, 3.504687547683716, 152.33139038085938)"," 0.7601961493492126, 3.504687547683716, 152.33139038085938)"," 3.504687547683716, 152.33139038085938)", 152.33139038085938),,63426727, 400, 6, 0.7601961493492126, 3.504687547683716, 152.33139038085938
"(63508028, 399, 6, 0.7126811742782593, 3.4481360912323, 152.7819366455078)","63508028, 399, 6, 0.7126811742782593, 3.4481360912323, 152.7819366455078)"," 399, 6, 0.7126811742782593, 3.4481360912323, 152.7819366455078)"," 6, 0.7126811742782593, 3.4481360912323, 152.7819366455078)"," 0.7126811742782593, 3.4481360912323, 152.7819366455078)"," 3.4481360912323, 152.7819366455078)", 152.7819366455078),,63508028, 399, 6, 0.7126811742782593, 3.4481360912323, 152.7819366455078
"(63589341, 397, 6, 0.6201122999191284, 3.377958297729492, 153.6874237060547)","63589341, 397, 6, 0.6201122999191284, 3.377958297729492, 153.6874237060547)"," 397, 6, 0.6201122999191284, 3.377958297729492, 153.6874237060547)"," 6, 0.6201122999191284, 3.377958297729492, 153.6874237060547)"," 0.6201122999191284, 3.377958297729492, 153.6874237060547)"," 3.377958297729492, 153.6874237060547)", 153.6874237060547),,63589341, 397, 6, 0.6201122999191284, 3.377958297729492, 153.6874237060547
"(63670644, 399, 6, 0.5401435494422913, 3.4453248977661133, 154.44515991210938)","63670644, 399, 6, 0.5401435494422913, 3.4453248977661133, 154.44515991210938)"," 399, 6, 0.5401435494422913, 3.4453248977661133, 154.44515991210938)"," 6, 0.5401435494422913, 3.4453248977661133, 154.44515991210938)"," 0.5401435494422913, 3.4453248977661133, 154.44515991210938)"," 3.4453248977661133, 154.44515991210938)", 154.44515991210938),,63670644, 399, 6, 0.5401435494422913, 3.4453248977661133, 154.44515991210938
"(63751949, 400, 7, 0.5025631785392761, 3.275545358657837, 154.8907470703125)","63751949, 400, 7, 0.5025631785392761, 3.275545358657837, 154.8907470703125)"," 400, 7, 0.5025631785392761, 3.275545358657837, 154.8907470703125)"," 7, 0.5025631785392761, 3.275545358657837, 154.8907470703125)"," 0.5025631785392761, 3.275545358657837, 154.8907470703125)"," 3.275545358657837, 154.8907470703125)", 154.8907470703125),,63751949, 400, 7, 0.5025631785392761, 3.275545358657837, 154.8907470703125
"(63833255, 396, 7, 0.44464370608329773, 3.154780864715576, 155.3431396484375)","63833255, 396, 7, 0.44464370608329773, 3.154780864715576, 155.3431396484375)"," 396, 7, 0.44464370608329773, 3.154780864715576, 155.3431396484375)"," 7, 0.44464370608329773, 3.154780864715576, 155.3431396484375)"," 0.44464370608329773, 3.154780864715576, 155.3431396484375)"," 3.154780864715576, 155.3431396484375)", 155.3431396484375),,63833255, 396, 7, 0.44464370608329773, 3.154780864715576, 155.3431396484375
"(63914549, 391, 7, 0.4027562141418457, 3.1291279792785645, 155.71051025390625)","63914549, 391, 7, 0.4027562141418457, 3.1291279792785645, 155.71051025390625)"," 391, 7, 0.4027562141418457, 3.1291279792785645, 155.71051025390625)"," 7, 0.4027562141418457, 3.1291279792785645, 155.71051025390625)"," 0.4027562141418457, 3.1291279792785645, 155.71051025390625)"," 3.1291279792785645, 155.71051025390625)", 155.71051025390625),,63914549, 391, 7, 0.4027562141418457, 3.1291279792785645, 155.71051025390625
"(63995863, 391, 6, 0.33827951550483704, 3.13944149017334, 156.1300506591797)","63995863, 391, 6, 0.33827951550483704, 3.13944149017334, 156.1300506591797)"," 391, 6, 0.33827951550483704, 3.13944149017334, 156.1300506591797)"," 6, 0.33827951550483704, 3.13944149017334, 156.1300506591797)"," 0.33827951550483704, 3.13944149017334, 156.1300506591797)"," 3.13944149017334, 156.1300506591797)", 156.1300506591797),,63995863, 391, 6, 0.33827951550483704, 3.13944149017334, 156.1300506591797
"(64077100, 389, 7, 0.27658751606941223, 3.163011074066162, 156.33421325683594)","64077100, 389, 7, 0.27658751606941223, 3.163011074066162, 156.33421325683594)"," 389, 7, 0.27658751606941223, 3.163011074066162, 156.33421325683594)"," 7, 0.27658751606941223, 3.163011074066162, 156.33421325683594)"," 0.27658751606941223, 3.163011074066162, 156.33421325683594)"," 3.163011074066162, 156.33421325683594)", 156.33421325683594),,64077100, 389, 7, 0.27658751606941223, 3.163011074066162, 156.33421325683594
"(64158471, 396, 7, 0.24950546026229858, 3.2103271484375, 156.56817626953125)","64158471, 396, 7, 0.24950546026229858, 3.2103271484375, 156.56817626953125)"," 396, 7, 0.24950546026229858, 3.2103271484375, 156.56817626953125)"," 7, 0.24950546026229858, 3.2103271484375, 156.56817626953125)"," 0.24950546026229858, 3.2103271484375, 156.56817626953125)"," 3.2103271484375, 156.56817626953125)", 156.56817626953125),,64158471, 396, 7, 0.24950546026229858, 3.2103271484375, 156.56817626953125
"(64239776, 398, 6, 0.22453239560127258, 3.2317473888397217, 156.87474060058594)","64239776, 398, 6, 0.22453239560127258, 3.2317473888397217, 156.87474060058594)"," 398, 6, 0.22453239560127258, 3.2317473888397217, 156.87474060058594)"," 6, 0.22453239560127258, 3.2317473888397217, 156.87474060058594)"," 0.22453239560127258, 3.2317473888397217, 156.87474060058594)"," 3.2317473888397217, 156.87474060058594)", 156.87474060058594),,64239776, 398, 6, 0.22453239560127258, 3.2317473888397217, 156.87474060058594
"(64321079, 413, 6, 0.1965087354183197, 3.1920316219329834, 157.57913208007812)","64321079, 413, 6, 0.1965087354183197, 3.1920316219329834, 157.57913208007812)"," 413, 6, 0.1965087354183197, 3.1920316219329834, 157.57913208007812)"," 6, 0.1965087354183197, 3.1920316219329834, 157.57913208007812)"," 0.1965087354183197, 3.1920316219329834, 157.57913208007812)"," 3.1920316219329834, 157.57913208007812)", 157.57913208007812),,64321079, 413, 6, 0.1965087354183197, 3.1920316219329834, 157.57913208007812
"(64402382, 418, 7, 0.18674394488334656, 3.1335370540618896, 158.20094299316406)","64402382, 418, 7, 0.18674394488334656, 3.1335370540618896, 158.20094299316406)"," 418, 7, 0.18674394488334656, 3.1335370540618896, 158.20094299316406)"," 7, 0.18674394488334656, 3.1335370540618896, 158.20094299316406)"," 0.18674394488334656, 3.1335370540618896, 158.20094299316406)"," 3.1335370540618896, 158.20094299316406)", 158.20094299316406),,64402382, 418, 7, 0.18674394488334656, 3.1335370540618896, 158.20094299316406
"(64483689, 436, 7, 0.28910863399505615, 3.2059967517852783, 158.62045288085938)","64483689, 436, 7, 0.28910863399505615, 3.2059967517852783, 158.62045288085938)"," 436, 7, 0.28910863399505615, 3.2059967517852783, 158.62045288085938)"," 7, 0.28910863399505615, 3.2059967517852783, 158.62045288085938)"," 0.28910863399505615, 3.2059967517852783, 158.62045288085938)"," 3.2059967517852783, 158.62045288085938)", 158.62045288085938),,64483689, 436, 7, 0.28910863399505615, 3.2059967517852783, 158.62045288085938
"(64564993, 463, 7, 0.33961623907089233, 3.295368194580078, 158.4839324951172)","64564993, 463, 7, 0.33961623907089233, 3.295368194580078, 158.4839324951172)"," 463, 7, 0.33961623907089233, 3.295368194580078, 158.4839324951172)"," 7, 0.33961623907089233, 3.295368194580078, 158.4839324951172)"," 0.33961623907089233, 3.295368194580078, 158.4839324951172)"," 3.295368194580078, 158.4839324951172)", 158.4839324951172),,64564993, 463, 7, 0.33961623907089233, 3.295368194580078, 158.4839324951172
"(64646289, 457, 6, 0.35397446155548096, 3.2846477031707764, 159.03872680664062)","64646289, 457, 6, 0.35397446155548096, 3.2846477031707764, 159.03872680664062)"," 457, 6, 0.35397446155548096, 3.2846477031707764, 159.03872680664062)"," 6, 0.35397446155548096, 3.2846477031707764, 159.03872680664062)"," 0.35397446155548096, 3.2846477031707764, 159.03872680664062)"," 3.2846477031707764, 159.03872680664062)", 159.03872680664062),,64646289, 457, 6, 0.35397446155548096, 3.2846477031707764, 159.03872680664062
"(64727593, 471, 7, 0.379077285528183, 3.2789716720581055, 159.4476776123047)","64727593, 471, 7, 0.379077285528183, 3.2789716720581055, 159.4476776123047)"," 471, 7, 0.379077285528183, 3.2789716720581055, 159.4476776123047)"," 7, 0.379077285528183, 3.2789716720581055, 159.4476776123047)"," 0.379077285528183, 3.2789716720581055, 159.4476776123047)"," 3.2789716720581055, 159.4476776123047)", 159.4476776123047),,64727593, 471, 7, 0.379077285528183, 3.2789716720581055, 159.4476776123047
"(64808907, 475, 6, 0.3672853112220764, 3.328015089035034, 159.8554229736328)","64808907, 475, 6, 0.3672853112220764, 3.328015089035034, 159.8554229736328)"," 475, 6, 0.3672853112220764, 3.328015089035034, 159.8554229736328)"," 6, 0.3672853112220764, 3.328015089035034, 159.8554229736328)"," 0.3672853112220764, 3.328015089035034, 159.8554229736328)"," 3.328015089035034, 159.8554229736328)", 159.8554229736328),,64808907, 475, 6, 0.3672853112220764, 3.328015089035034, 159.8554229736328
"(64897064, 468, 6, 0.10965665429830551, 3.4500958919525146, 160.27598571777344)","64897064, 468, 6, 0.10965665429830551, 3.4500958919525146, 160.27598571777344)"," 468, 6, 0.10965665429830551, 3.4500958919525146, 160.27598571777344)"," 6, 0.10965665429830551, 3.4500958919525146, 160.27598571777344)"," 0.10965665429830551, 3.4500958919525146, 160.27598571777344)"," 3.4500958919525146, 160.27598571777344)", 160.27598571777344),,64897064, 468, 6, 0.10965665429830551, 3.4500958919525146, 160.27598571777344
"(64978369, 477, 6, 0.1148172989487648, 3.475745677947998, 160.54345703125)","64978369, 477, 6, 0.1148172989487648, 3.475745677947998, 160.54345703125)"," 477, 6, 0.1148172989487648, 3.475745677947998, 160.54345703125)"," 6, 0.1148172989487648, 3.475745677947998, 160.54345703125)"," 0.1148172989487648, 3.475745677947998, 160.54345703125)"," 3.475745677947998, 160.54345703125)", 160.54345703125),,64978369, 477, 6, 0.1148172989487648, 3.475745677947998, 160.54345703125
"(65059647, 494, 7, 0.14256148040294647, 3.426957845687866, 160.77491760253906)","65059647, 494, 7, 0.14256148040294647, 3.426957845687866, 160.77491760253906)"," 494, 7, 0.14256148040294647, 3.426957845687866, 160.77491760253906)"," 7, 0.14256148040294647, 3.426957845687866, 160.77491760253906)"," 0.14256148040294647, 3.426957845687866, 160.77491760253906)"," 3.426957845687866, 160.77491760253906)", 160.77491760253906),,65059647, 494, 7, 0.14256148040294647, 3.426957845687866, 160.77491760253906
"(65140977, 508, 7, 0.18851135671138763, 3.34024977684021, 161.06784057617188)","65140977, 508, 7, 0.18851135671138763, 3.34024977684021, 161.06784057617188)"," 508, 7, 0.18851135671138763, 3.34024977684021, 161.06784057617188)"," 7, 0.18851135671138763, 3.34024977684021, 161.06784057617188)"," 0.18851135671138763, 3.34024977684021, 161.06784057617188)"," 3.34024977684021, 161.06784057617188)", 161.06784057617188),,65140977, 508, 7, 0.18851135671138763, 3.34024977684021, 161.06784057617188
"(65222274, 511, 6, 0.23351195454597473, 3.301609754562378, 161.3694305419922)","65222274, 511, 6, 0.23351195454597473, 3.301609754562378, 161.3694305419922)"," 511, 6, 0.23351195454597473, 3.301609754562378, 161.3694305419922)"," 6, 0.23351195454597473, 3.301609754562378, 161.3694305419922)"," 0.23351195454597473, 3.301609754562378, 161.3694305419922)"," 3.301609754562378, 161.3694305419922)", 161.3694305419922),,65222274, 511, 6, 0.23351195454597473, 3.301609754562378, 161.3694305419922
